vendor_name,address_line1,city,state,postal_code,country,phone_number,email,industry,annual_revenue,last_updated
Beta International,"8488 Ridge Way, Chicago, IL 11761",Chicago,IL,11761,USA,-5721,beta.international@betainternational.com,Hospitality,99103003.96,19-03-2023
Atlas Systems,"1666 Pine Ln, Los Angeles, CA 35463",Los Angeles,CA,35463,USA,-10737,,Manufacturing,92364320.36,26-04-2024
Crest Systems,"4308 Main Way, Denver, CO 87665",Denver,CO,87665,USA,-5678,,Wholesale,58239005.09,01-06-2023
Apex Internatonal,"1016 Maple Way, Los Angeles, CA 60841",Los Angeles,CA,60841,USA,-7778,apex.international@apexinternational.com,Logistics,84769025.19,05-12-2023
Beta Technologies,"1270 Valley Place, Indianapolis, IN 85131",Indianapolis,IN,85131,USA,-10581,,Hospitality,99349469.24,04-12-2023
SummitInc,"2323 East Place, Seattle, WA 43229",Seattle,WA,43229,USA,-10195,summit.inc@summitinc.com,Construction,22950847.24,25-04-2023
Delta Co International,"6233 Main St, San Antonio, TX 14497",San Antonio,TX,14497,USA,-10711,,Healthcare,68198525.57,25-04-2024
Omega Group LLC,"8212 North Dr, Seattle, WA 56748",Seattle,WA,56748,USA,-8244,,Consulting,67286576.25,12-08-2024
Beta Ventures,"169 Sunset Place, Jacksonville, FL 73584",Jacksonville,FL,73584,USA,-11078,beta.ventures@betaventures.com,Construction,26302494.97,17-10-2024
Crest Inc,"5817 Center Terrace, Columbus, OH 97037",Columbus,OH,97037,USA,-10663,crest.inc@crestinc.com,Consulting,47969607.44,30-03-2024
Apex Co Technologies,"4129 Maple Terrace, Denver, CO 64416",Denver,CO,64416,USA,-9309,apex.co@apexco.com,Consulting,65386067.74,03-04-2024
Ape LLC,"4218 Lake Blvd, Phoenix, AZ 41521",Phoenix,AZ,41521,USA,-10601,,Manufacturing,46750784.98,12-12-2023
Beta Solutions,"5072 Sunset Ln, Indianapolis, IN 79035",Indianapolis,IN,79035,USA,-8318,beta.solutions@betasolutions.com,Manufacturing,87287748.25,04-02-2024
Vertex Solutions,"7529 North Way, Fort Worth, TX 39419",Fort Worth,TX,39419,USA,-6590,vertex.solutions@vertexsolutions.com,Logistics,94508375.21,21-07-2023
Prime Networks Solutions,"3839 Broadway Dr, San Diego, CA 88535",San Diego,CA,88535,USA,-2271,prime.networks@primenetworks.com,Finance,74075856.1,01-05-2024
GoldenSolutions,"129 Pine Place, Phoenix, AZ 65907",Phoenix,AZ,65907,USA,-7062,golden.solutions@goldensolutions.com,Technology,95732585.77,12-10-2023
Crest Internatioal,"3890 West Terrace, Los Angeles, CA 83668",Los Angeles,CA,83668,USA,-4324,crest.international@crestinternational.com,Construction,87888065.16,06-05-2023
Atlas Systems,"9931 Elm Dr, Chicago, IL 91640",Chicago,IL,91640,USA,-4054,atlas.systems@atlassystems.com,Construction,78619077.91,11-06-2023
Delta Dynamcs,"1899 Ridge Rd, San Diego, CA 74094",San Diego,CA,74094,USA,-3700,delta.dynamics@deltadynamics.com,Consulting,26551232.32,10-01-2024
Beta Dynamics Inc,"6643 Maple St, San Antonio, TX 50320",San Antonio,TX,50320,USA,-11195,beta.dynamics@betadynamics.com,Technology,52865540.75,25-08-2023
Crest Solutions Solutions,"5274 Maple Ln, Philadelphia, PA 87535",Philadelphia,PA,87535,USA,-4595,crest.solutions@crestsolutions.com,Consulting,60554824.83,14-12-2024
Apex Enterpises,"5555 North Blvd, Columbus, OH 62971",Columbus,OH,62971,USA,-4994,apex.enterprises@apexenterprises.com,Hospitality,37896464.19,19-09-2023
Beta Systems,"655 Broadway Blvd, Jacksonville, FL 91125",Jacksonville,FL,91125,USA,-8023,beta.systems@betasystems.com,Hospitality,22972825.02,09-03-2024
Omega LLC,"5121 Market St, Denver, CO 60297",Denver,CO,60297,USA,-8095,,Manufacturing,46914777.22,02-01-2023
SynergyLLC,"1701 Valley Dr, Austin, TX 69548",Austin,TX,69548,USA,-5882,synergy.llc@synergyllc.com,Finance,6716168.88,01-04-2024
Omega Inc Ventures,"8036 Lake St, Charlotte, NC 59529",Charlotte,NC,59529,USA,-6006,,Logistics,11624457.2,23-12-2023
Vanguard Ltd,"9294 Park Ln, Houston, TX 16275",Houston,TX,16275,USA,-9933,vanguard.ltd@vanguardltd.com,Technology,44590071.67,04-12-2023
Crest International,"6216 West Place, Dallas, TX 10548",Dallas,TX,10548,USA,-2611,crest.international@crestinternational.com,Finance,62738026.55,24-11-2023
Golden Holdings,"2236 Pine Court, Dallas, TX 83820",Dallas,TX,83820,USA,-9357,golden.holdings@goldenholdings.com,Consulting,23127725.44,08-04-2024
Summit LLC Networks,"9385 Valley Place, Washington, DC 26607",Washington,DC,26607,USA,-11030,,Construction,82734136.53,22-05-2023
Delta Inc,"985 Center Rd, Chicago, IL 86174",Chicago,IL,86174,USA,-6287,delta.inc@deltainc.com,Technology,17853312.21,04-02-2023
Evergreen International Co,"5241 Lake Place, Seattle, WA 11259",Seattle,WA,11259,USA,-6798,evergreen.international@evergreeninternational.com,Consulting,75075819.7,05-03-2024
Pioneer Networks,"2374 Hill Rd, Dallas, TX 59401",Dallas,TX,59401,USA,-5890,,Finance,57381698.74,02-02-2023
Evergreen Group,"1552 Sunset Place, Philadelphia, PA 39216",Philadelphia,PA,39216,USA,-9185,evergreen.group@evergreengroup.com,Hospitality,20887004.83,08-07-2024
Gamma Global Solutions,"3735 Main Way, Phoenix, AZ 14544",Phoenix,AZ,14544,USA,-8383,,Technology,62083925.64,19-03-2023
Atlas Group Ventures,"8493 Hill Dr, Chicago, IL 92000",Chicago,IL,92000,USA,-8336,,Logistics,30120340.94,14-12-2023
Crest Corp,"9165 South Place, San Jose, CA 87205",San Jose,CA,87205,USA,-7330,crest.corp@crestcorp.com,Manufacturing,29919637.33,23-01-2023
Quantum Corp,"3527 Pine Place, Phoenix, AZ 53025",Phoenix,AZ,53025,USA,-7183,quantum.corp@quantumcorp.com,Construction,52969356.65,06-06-2023
Crest Holdings Holdings,"3105 Washington Blvd, Columbus, OH 77722",Columbus,OH,77722,USA,-8165,crest.holdings@crestholdings.com,Logistics,76726338.91,07-07-2023
Gamma Systems Co,"9158 Broadway Ln, San Jose, CA 68759",San Jose,CA,68759,USA,-3893,,Logistics,48756984.68,26-03-2023
Alpha Networks Corp,"6351 Valley Court, Philadelphia, PA 61720",Philadelphia,PA,61720,USA,-3016,alpha.networks@alphanetworks.com,Finance,79705189.34,19-08-2023
Beta Holdings Industries,"6268 Main Rd, New York, NY 68697",New York,NY,68697,USA,-7049,beta.holdings@betaholdings.com,Technology,55980519.05,18-05-2023
Vertex LLC,"1928 West Rd, Jacksonville, FL 47438",Jacksonville,FL,47438,USA,-8411,vertex.llc@vertexllc.com,Wholesale,41390869.85,19-04-2024
Alpha Enterprises,"6353 South Way, Los Angeles, CA 91471",Los Angeles,CA,91471,USA,-5100,alpha.enterprises@alphaenterprises.com,Construction,3673288.91,21-01-2024
Nexus Group Holdings,"5600 Pine St, New York, NY 62977",New York,NY,62977,USA,-3254,nexus.group@nexusgroup.com,Hospitality,49292612.36,08-02-2023
Evergreen Group Networks,"4817 Pine Ln, Washington, DC 53458",Washington,DC,53458,USA,-2445,evergreen.group@evergreengroup.com,Healthcare,12172498.19,28-01-2023
Omega International,"7175 West Court, Houston, TX 86133",Houston,TX,86133,USA,-9729,omega.international@omegainternational.com,Finance,56479240.37,27-04-2023
Pioneer International,"1638 Sunset Ave, Columbus, OH 36775",Columbus,OH,36775,USA,-6760,pioneer.international@pioneerinternational.com,Logistics,20261376.59,15-05-2024
Apex International,"9882 Valley Ln, Charlotte, NC 13783",Charlotte,NC,13783,USA,-1928,,Logistics,98778734.15,23-05-2023
Nexus LLC Industries,"5234 Hill Blvd, Denver, CO 54808",Denver,CO,54808,USA,-5469,,Hospitality,79046547.97,09-11-2023
Crest Co Inc,"3468 Valley Court, New York, NY 50598",New York,NY,50598,USA,-7193,crest.co@crestco.com,Technology,82802659.68,19-09-2023
Summit Ltd Ltd,"9625 East Way, Jacksonville, FL 13634",Jacksonville,FL,13634,USA,-2530,,Construction,33765814.36,15-08-2024
Prime Group,"6745 Lake Blvd, Jacksonville, FL 44535",Jacksonville,FL,44535,USA,-1872,,Manufacturing,84655733.96,07-06-2024
Nexus Networks LLC,"6720 Sunset Way, Dallas, TX 68765",Dallas,TX,68765,USA,-10281,nexus.networks@nexusnetworks.com,Technology,34379590.92,18-07-2023
Golden Holdings,"9289 South Blvd, Indianapolis, IN 37143",Indianapolis,IN,37143,USA,-9361,,Finance,77679887.34,08-06-2024
Nexus Networks,"2408 Sunset St, Houston, TX 77532",Houston,TX,77532,USA,-4290,nexus.networks@nexusnetworks.com,Hospitality,22869327.59,08-11-2023
Crest Holdings,"4145 Sunset Dr, San Antonio, TX 43259",San Antonio,TX,43259,USA,-7521,crest.holdings@crestholdings.com,Healthcare,22312084.76,19-03-2023
Vertex International,"7445 Oak Ave, San Jose, CA 10225",San Jose,CA,10225,USA,-6441,,Finance,89592438.76,07-02-2023
Synergy Technologies Group,"1690 Valley Rd, Houston, TX 31105",Houston,TX,31105,USA,-7770,synergy.technologies@synergytechnologies.com,Finance,11756265.18,03-06-2023
Silver Inc Systems,"6827 South Terrace, Seattle, WA 16446",Seattle,WA,16446,USA,-7658,silver.inc@silverinc.com,Healthcare,68931209.15,01-02-2023
Quantum Systems,"2987 Center Terrace, Fort Worth, TX 80101",Fort Worth,TX,80101,USA,-5514,,Finance,54386846.04,21-03-2023
Gamma Ventures,"1229 North Place, Washington, DC 82904",Washington,DC,82904,USA,-6022,,Retail,80602686,12-09-2023
Atlas LL,"9382 East Ave, Denver, CO 47080",Denver,CO,47080,USA,-3075,,Hospitality,7669791.72,17-03-2023
Delta Enterprises Ltd,"3580 Ridge Blvd, Dallas, TX 62466",Dallas,TX,62466,USA,-6353,delta.enterprises@deltaenterprises.com,Hospitality,91303303.46,27-05-2023
Omega Corp Solutions,"4151 Park St, Charlotte, NC 58162",Charlotte,NC,58162,USA,-10668,omega.corp@omegacorp.com,Consulting,48484605.47,06-11-2024
Vanguard Networks Ventures,"974 West Ln, San Diego, CA 55806",San Diego,CA,55806,USA,-5397,vanguard.networks@vanguardnetworks.com,Construction,34214289.5,07-09-2024
Delta Industries,"6553 Center Court, Seattle, WA 31198",Seattle,WA,31198,USA,-9670,,Logistics,41568767.04,20-12-2023
Summit International,"4392 Hill Terrace, Dallas, TX 82548",Dallas,TX,82548,USA,-3625,summit.international@summitinternational.com,Finance,12224196.37,14-09-2023
Atlas Inc,"6152 Maple St, San Antonio, TX 64349",San Antonio,TX,64349,USA,-6624,,Technology,91539093.6,21-01-2023
Prime Dynamics,"7003 Maple Rd, Columbus, OH 17672",Columbus,OH,17672,USA,-11346,prime.dynamics@primedynamics.com,Logistics,25408996.49,12-02-2023
DeltaEnterprises,"1646 Pine Dr, San Diego, CA 13561",San Diego,CA,13561,USA,-7443,delta.enterprises@deltaenterprises.com,Retail,87031604.35,16-10-2023
Synergy Ltd International,"7663 Washington Dr, Phoenix, AZ 18347",Phoenix,AZ,18347,USA,-9643,synergy.ltd@synergyltd.com,Manufacturing,19250369.41,14-11-2024
Synergy International,"7441 North Blvd, Seattle, WA 73933",Seattle,WA,73933,USA,-10574,synergy.international@synergyinternational.com,Manufacturing,62272332.41,23-08-2024
Apex Vntures,"9912 Oak Court, Los Angeles, CA 36702",Los Angeles,CA,36702,USA,-10264,apex.ventures@apexventures.com,Wholesale,75978874.46,05-06-2023
Crest LLC,"6060 East Way, Jacksonville, FL 86232",Jacksonville,FL,86232,USA,-8471,crest.llc@crestllc.com,Wholesale,46337413.83,12-12-2023
Gamma LLC,"5303 Lake Ave, Fort Worth, TX 28394",Fort Worth,TX,28394,USA,-3211,gamma.llc@gammallc.com,Technology,75397492.51,28-03-2024
Evergreen Ltd,"533 East Way, Indianapolis, IN 90781",Indianapolis,IN,90781,USA,-5877,evergreen.ltd@evergreenltd.com,Logistics,96589048.09,07-11-2024
Beta Enterprises Group,"3532 North Blvd, San Francisco, CA 70986",San Francisco,CA,70986,USA,-5772,,Wholesale,27481423.85,23-11-2023
Omega International,"6610 Washington St, San Francisco, CA 45642",San Francisco,CA,45642,USA,-8831,omega.international@omegainternational.com,Healthcare,65493152.26,27-07-2024
Nexus Grup,"8707 North Terrace, Denver, CO 91204",Denver,CO,91204,USA,-5618,nexus.group@nexusgroup.com,Technology,87473362.13,05-02-2023
Omega Interntional,"1562 North Terrace, Houston, TX 31431",Houston,TX,31431,USA,-4989,,Technology,25265876.4,13-04-2024
Gamma LLC,"2448 South St, Jacksonville, FL 97736",Jacksonville,FL,97736,USA,-10192,gamma.llc@gammallc.com,Manufacturing,60664877.72,10-07-2024
Zenith Dynamics,"2159 Washington Ave, San Antonio, TX 77120",San Antonio,TX,77120,USA,-7769,zenith.dynamics@zenithdynamics.com,Consulting,14337260.97,12-10-2024
Atlas Holdings,"1788 Lake Dr, Chicago, IL 99074",Chicago,IL,99074,USA,-11618,atlas.holdings@atlasholdings.com,Retail,51271303.72,27-09-2024
rest Co,"9098 Elm Dr, Austin, TX 39999",Austin,TX,39999,USA,-5542,,Consulting,55498424.95,14-01-2024
Silver Enterprises,"5386 Center Rd, Washington, DC 97563",Washington,DC,97563,USA,-7387,silver.enterprises@silverenterprises.com,Consulting,39311412.78,17-09-2023
Zenith International,"647 South Way, Washington, DC 57274",Washington,DC,57274,USA,-8469,zenith.international@zenithinternational.com,Construction,29161888.88,24-09-2023
Quantum Technologies,"7685 Center Blvd, Dallas, TX 34139",Dallas,TX,34139,USA,-5487,quantum.technologies@quantumtechnologies.com,Construction,68886377.54,26-08-2024
Pioneer Dynamics Ventures,"1129 Market Rd, Fort Worth, TX 44430",Fort Worth,TX,44430,USA,-2639,pioneer.dynamics@pioneerdynamics.com,Wholesale,14117661.14,14-12-2023
Crest Sysems,"6734 South Dr, Dallas, TX 98720",Dallas,TX,98720,USA,-7745,,Hospitality,95393930.3,09-05-2023
Pioneer Solutions Enterprises,"9037 Broadway Dr, San Francisco, CA 86948",San Francisco,CA,86948,USA,-2946,pioneer.solutions@pioneersolutions.com,Healthcare,74084290.79,09-12-2023
Summit Globl,"1411 Ridge Place, Fort Worth, TX 74713",Fort Worth,TX,74713,USA,-7120,summit.global@summitglobal.com,Manufacturing,59324110.07,01-01-2024
Pioneer nc,"6767 Ridge Way, Dallas, TX 67988",Dallas,TX,67988,USA,-10168,pioneer.inc@pioneerinc.com,Consulting,72853567.78,09-09-2023
Beta International Industries,"4660 Elm Rd, New York, NY 32733",New York,NY,32733,USA,-7093,beta.international@betainternational.com,Manufacturing,11828485.98,02-03-2023
Evergreen Inc Enterprises,"487 Sunset Dr, San Jose, CA 49816",San Jose,CA,49816,USA,-5950,evergreen.inc@evergreeninc.com,Healthcare,10671242.4,15-12-2024
Synergy Group,"503 Hill Blvd, San Francisco, CA 99433",San Francisco,CA,99433,USA,-3264,synergy.group@synergygroup.com,Logistics,82844554.9,12-02-2023
Synegy Networks,"2558 Main Place, Phoenix, AZ 49253",Phoenix,AZ,49253,USA,-5721,synergy.networks@synergynetworks.com,Consulting,57200692.86,09-07-2024
Crest Enterpises,"5932 East Ave, Fort Worth, TX 57038",Fort Worth,TX,57038,USA,-5679,crest.enterprises@crestenterprises.com,Construction,6145456.69,06-02-2023
Prime Enterprises,"6022 South Ln, Fort Worth, TX 74818",Fort Worth,TX,74818,USA,-10942,,Manufacturing,40828321.45,29-05-2023
Delta Group,"7919 North Blvd, Dallas, TX 11345",Dallas,TX,11345,USA,-7715,delta.group@deltagroup.com,Healthcare,34438273.14,03-12-2023
Atlas Inc LLC,"1000 Lake Blvd, Charlotte, NC 99440",Charlotte,NC,99440,USA,-4699,atlas.inc@atlasinc.com,Healthcare,35102482.85,16-04-2024
Pioneer Solutions,"8361 West Court, Phoenix, AZ 25550",Phoenix,AZ,25550,USA,-6935,pioneer.solutions@pioneersolutions.com,Manufacturing,31151929.35,14-03-2024
Apex Ventures,"6413 Lake Ave, San Diego, CA 82508",San Diego,CA,82508,USA,-9659,apex.ventures@apexventures.com,Hospitality,85823808.59,20-03-2024
Delta Inc Networks,"9878 Main Way, Phoenix, AZ 47502",Phoenix,AZ,47502,USA,-10147,delta.inc@deltainc.com,Wholesale,14819795.68,28-01-2024
Zenith Co,"2207 Sunset Blvd, San Jose, CA 30612",San Jose,CA,30612,USA,-6616,zenith.co@zenithco.com,Technology,95995183,16-12-2024
Atlas Co,"3080 Valley St, San Diego, CA 28169",San Diego,CA,28169,USA,-6477,atlas.co@atlasco.com,Retail,65589237.02,30-05-2024
Gamma Ltd Networks,"8926 Washington Blvd, Philadelphia, PA 75659",Philadelphia,PA,75659,USA,-4999,,Construction,91697226.49,29-08-2023
Omega Inc Industries,"1530 Main Dr, Charlotte, NC 71392",Charlotte,NC,71392,USA,-6054,omega.inc@omegainc.com,Finance,43759507.36,27-09-2023
Golde Holdings,"6579 Park Court, San Francisco, CA 64210",San Francisco,CA,64210,USA,-7858,golden.holdings@goldenholdings.com,Wholesale,22723354.12,02-01-2023
Golden Technologies,"5086 North Way, Houston, TX 79083",Houston,TX,79083,USA,-6345,golden.technologies@goldentechnologies.com,Construction,23099025.5,16-12-2024
Beta Networks Global,"6534 Washington Rd, Washington, DC 61651",Washington,DC,61651,USA,-6945,,Technology,64877626.37,11-04-2024
Atlas Industries,"6224 South Dr, Indianapolis, IN 54387",Indianapolis,IN,54387,USA,-4786,,Wholesale,98417069.63,26-02-2024
Zenith Group,"5884 Market Blvd, Washington, DC 50579",Washington,DC,50579,USA,-5377,zenith.group@zenithgroup.com,Retail,27479417.54,11-04-2024
Quantum Holdings,"3711 Main St, Indianapolis, IN 55427",Indianapolis,IN,55427,USA,-3434,,Hospitality,82265835.08,08-05-2023
Evergreen Ventures,"7741 Main Place, Seattle, WA 73781",Seattle,WA,73781,USA,-8298,evergreen.ventures@evergreenventures.com,Hospitality,99152711.16,17-03-2024
Apex Global Industries,"598 Hill Ave, Houston, TX 76082",Houston,TX,76082,USA,-3819,apex.global@apexglobal.com,Finance,12825888.58,22-05-2023
Beta Group,"8834 Washington Court, Charlotte, NC 83490",Charlotte,NC,83490,USA,-9018,,Consulting,83501996.7,14-08-2023
Omega Global,"1992 Main Ave, Indianapolis, IN 37934",Indianapolis,IN,37934,USA,-5232,omega.global@omegaglobal.com,Construction,46231810.9,17-12-2024
Nexus Industries,"4939 Valley Terrace, Dallas, TX 35941",Dallas,TX,35941,USA,-2368,nexus.industries@nexusindustries.com,Healthcare,727512.57,20-02-2023
amma Systems,"8386 Market Rd, Washington, DC 60548",Washington,DC,60548,USA,-6624,,Finance,47555847.86,18-12-2024
Apex Technologies,"5731 Ridge Dr, Columbus, OH 21276",Columbus,OH,21276,USA,-7924,apex.technologies@apextechnologies.com,Consulting,7927003.41,13-03-2023
Vanguard LLC,"6853 South Ave, Austin, TX 28135",Austin,TX,28135,USA,-8387,,Healthcare,46444555.56,16-09-2023
Alpha Globl,"123 Washington St, Fort Worth, TX 46642",Fort Worth,TX,46642,USA,-9226,alpha.global@alphaglobal.com,Retail,92086851.17,12-05-2023
Zenith Networks,"7212 Broadway Way, Columbus, OH 92329",Columbus,OH,92329,USA,-5107,,Healthcare,35891173.67,28-04-2023
Atlas Systems,"2476 West Blvd, Houston, TX 89886",Houston,TX,89886,USA,-6840,,Logistics,42152529.22,14-12-2024
Apex Global,"2642 South Rd, Los Angeles, CA 86433",Los Angeles,CA,86433,USA,-4486,,Wholesale,76644054.85,12-07-2023
Pioneer Corp LLC,"6556 Elm Ln, Phoenix, AZ 64002",Phoenix,AZ,64002,USA,-7141,pioneer.corp@pioneercorp.com,Retail,70161739.94,10-08-2024
Apex Ventures Holdings,"1413 Main Way, San Diego, CA 34716",San Diego,CA,34716,USA,-10271,apex.ventures@apexventures.com,Finance,68078997.24,22-11-2024
Golden Networks Corp,"5942 Sunset Dr, Los Angeles, CA 73455",Los Angeles,CA,73455,USA,-10384,golden.networks@goldennetworks.com,Logistics,8339168.1,24-06-2023
Golden Global,"1587 Oak St, Washington, DC 24612",Washington,DC,24612,USA,-2802,,Manufacturing,76868432.69,10-01-2024
Vertex LLC,"592 East Court, San Antonio, TX 53913",San Antonio,TX,53913,USA,-6611,vertex.llc@vertexllc.com,Construction,18382476.57,23-02-2024
Quantum Holdings Networks,"3472 Broadway Ln, Dallas, TX 76283",Dallas,TX,76283,USA,-2448,,Technology,96988098.19,25-01-2024
Apex Holdings Group,"9549 Center Terrace, Houston, TX 33550",Houston,TX,33550,USA,-7280,,Healthcare,75812056.08,23-10-2024
Pioneer Solutions Networks,"4685 Elm Ln, San Antonio, TX 54291",San Antonio,TX,54291,USA,-7097,pioneer.solutions@pioneersolutions.com,Logistics,40909540.44,13-07-2024
Omega Ltd,"8173 Broadway Terrace, Charlotte, NC 93956",Charlotte,NC,93956,USA,-10146,omega.ltd@omegaltd.com,Healthcare,95212065.34,14-08-2024
Atlas Co Corp,"348 Ridge Way, Austin, TX 29136",Austin,TX,29136,USA,-3403,,Manufacturing,13067926.31,18-01-2023
Quantum Inc,"1333 Center Way, San Antonio, TX 59015",San Antonio,TX,59015,USA,-2992,quantum.inc@quantuminc.com,Finance,1440017.2,24-06-2023
Omega International Technologies,"1619 Pine St, Denver, CO 70809",Denver,CO,70809,USA,-9277,omega.international@omegainternational.com,Construction,19080626.94,26-01-2023
Vertex Dynamics,"7877 Cedar Dr, Phoenix, AZ 28216",Phoenix,AZ,28216,USA,-9201,vertex.dynamics@vertexdynamics.com,Manufacturing,15225459.85,22-03-2023
QuantumNetworks,"3198 North Dr, Washington, DC 79972",Washington,DC,79972,USA,-10830,,Healthcare,89920243.43,13-11-2023
Omega Enterprises Solutions,"5992 Ridge Terrace, Washington, DC 22598",Washington,DC,22598,USA,-9159,omega.enterprises@omegaenterprises.com,Consulting,44986443.53,17-09-2024
